id,url,date,content,carrier,carrier_category,place,text,reconstruction,translation,alphabet,writing_method,position,preservation,date_details,date_justification,comment,clean_text,start_year,end_year,century
1,https://epigraphica.ru/epigraphy/inscription/show/1,1120-1300,Надпись с упоминанием заутрени на праздник Вознесения,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,(…)[ъ на] Возн[ь]с[е]ние,[Такой-то] (писал)ъ на Вознесение (… по за)оутрьнии ( ),,кириллица,граффито,"дияконник, юго-восточный столб, южная грань, 41 см от правого края, 496 см от пола (67 см выше основания креста) ( )",с утратами (50-85%),"З 3 «перелом хвоста» (1140–1340), н 2а «нижние засечки (длинные)» <1400 (1140–1300), у 5 «нижняя засечка» 1180–1400 (1180–1340). Итого: 1180–1400, предпочтительно 1180–1300 гг. ( )",,"«Надпись выделяется своей палеографией. Буква у во второй строке выполнена зеркально, а буква р не имеет нижней части и выглядит как d. Буквы, обозначенные в тексте как [ ь ] и [ е ], в слове Возн[ь]с[е]ние , похожи друг на друга, а буква е на конце слова похожа на [ е ]: конечная е имеет длинную нижнюю засечку, доходящую до язычка буквы; буква [ е ] отличается от е отсутствием верхней засечки; [ ь ] отличается от [ е ] вертикальным верхом и опущенным «язычком» (т. е. верхним штрихом петли, если считать эту букву ерем). По-видимому, автор надписи, использовавший бытовую графическую систему со смешением е и ь , смешивал эти графемы и на уровне начертания. Текст реконструируется: [Такой-то] (писал)ъ на Возньсение | (… по за)оутрьнии , т. е. надпись была выполнена после утренней службы в праздник Вознесения, отмечаемый в 40-й день по Пасхе (ср. № 3). Судя по длине строк, в начале второй строки могло стоять определение Гc҃дне . Выше надписи видна правая часть строки из вертикальных штрихов. Подобные «частоколы» обыкновенно трактуются как обозначения числа заказных поминальных служб по умершим» ( )",[GAP] ъ на Возньсение,1120.0,1300.0,13.0
3,https://epigraphica.ru/epigraphy/inscription/show/3,[1180–1200],Молитва об Олекше Микитиниче,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,Ги҃ пом(о)зи ра[б](оу),,"‘Господи, помоги рабу своему Олекше Микитиничу, брату Надеи (или: Надея)! Писал на Рождество святой Богородицы, восьмого [сентября]’. ( )",кириллица,граффито,"диаконник, юго-восточный столб, южная грань, 42 см от правого края, 483 см от пола (54 см выше основания креста) ( )",с небольшими утратами (>85%),"Е 5 «язычок вверх» 1300> (1380>) (!), у 5 «нижняя засечка» 1180–1400 (1180–1340), оу II «уменьшенное о» <1220 (<1200); язык: редуцированные сохранены <1220 (1×). Итого: [1180–1220], предпочт. [1180–1200] гг. ( )",,"«Надпись выполнена 8 сентября, на Рождество Богородицы —престольный праздник монастырского собора. Буква ж в слове Рожь[с](тво) имеет нестандартный облик с очень длинными засечками. Над буквами ста в слове статье <святѣи> ‘святой' могло стоять титло, уничтоженное сколом. Буквы та в этом слове лишние. Возможно, автор надписи начал писать слово ст҃аго <святаго> (святого), но, спохватившись, дописал правильное окончание. Имя Олькошь имеет новгородское диалектное окончание дат. ед. -ѣ (-ь в бытовой орфографии). Справа от первого ь в этом слове находится короткий вертикальный штрих, вероятно объясняющийся выпадением соломинки из фресковой штукатурки. Отчество Олекши восстанавливается в народном варианте с начальным М- , естественном в сочетании с гипокористической (уменьшительной) формой имени. В берестяных грамотах каноническое имя Никита и его производные представлены исключительно в такой форме. Чтение третьей буквы отчества как х ( Михитиничоу ), предложенное в первой публикации, дополнительным изучением оригинала не подтвердилось. Имя брата писавшего, реконструированное в первой публикации как Надѣи , могло быть также Надѣя . Палеографически это даже более вероятно: длинный горизонтальный штрих перед оу в верху строки мог быть засечкой буквы н в На|[д]-(и)[н]оу . Ср. старорусское имя Надѣя , отчество Надѣинъ и совр. топонимы Надеино в Московской, Рязанской и Калужской областях. Буква после ѱ в четвертой строке определяется неоднозначно. В первой публикации она была трактована как е , а последовательность ѱелъ — как результат исправления диалектного окончания - е в < пьсале > на книжное - ъ . В пользу такой интерпретации говорит наличие словоформы писале с тем же диалектным окончанием в находящемся рядом граффито № 9, а также сходный механизм исправления начатого ста на ст҃атье <святѣи> . Нельзя исключать, однако, что эта буква, отличная по начертанию от двух бесспорных е в данной надписи, представляет собой в действительности с с дважды прочерченной по ошибке засечкой; в таком случае перед нами словоформа ѱслъ , с нередким в новгородской эпиграфике избыточным с . В словах в=асьмыи перед нами один из ранних примеров перехода ъо → а . Левее надписи — отдельная буква а » ( ).",Ги҃ помози рабоу,1180.0,1200.0,12.0
6,https://epigraphica.ru/epigraphy/inscription/show/6,1120–1320→,Незаконченная молитвенная надпись,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,Ги҃ помози раб,,"‘Господи, помоги рабу...’",кириллица,граффито,"дьяконник, юго-восточный столб, южная грань, 32 см от правого края, 444 см от пола (15 см выше основания креста) ( )",целая (100%),"до [1420], предпочт. [1120–1320] гг. ( )",,,Ги҃ помози раб,1120.0,1320.0,13.0
26,https://epigraphica.ru/epigraphy/inscription/show/26,1740–1920,Цитата из Пс. 103: 18,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,камень при[б]ѣжи[щ]е,,‘Камень – прибежище зайцам’ ( ),кириллица ( ),граффито,"Лестничная башня, столб, над третьей площадкой (48-й ступенью), у правого края площадки, 180 см над площадкой. ( )",с небольшими утратами (>85%),,,,камень прибѣжище,1740.0,1920.0,19.0
47,https://epigraphica.ru/epigraphy/inscription/show/47,1190-1225,Подпись к изображению сюжета о свержении Сатаны архангелом Михаилом Монограмма Иисуса Христа на щите в руках у архангела,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,text 1с҇сото|im.|на архнгл҇мьМи̇хаилъмь со|im.|остꙋпнꙑ⸗ми ѥ̇го сила·|im.|ми и̇бѣси наре|im.|ченибꙑша ~text 2Іс҃ Хс҃,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 2 ( )",целая (100%),,,,с҇сото [GAP] на архнгл҇мьМи̇хаилъмь со [GAP] остꙋпнꙑми ѥ̇го сила · [GAP] ми и̇бѣси наре [GAP] ченибꙑша ~ Іс҃ Хс҃,1190.0,1225.0,13.0
48,https://epigraphica.ru/epigraphy/inscription/show/48,1190-1225,Подпись к изображению сотворения Адама,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,сътвори Бъ҃ · чл҃вка по ѡ̇бра⸗с҇ чл҃вкъ ·въ дш҃ю|im.|живꙋ ~,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 1 ( )",целая (100%),,,,сътвори Бъ҃ · чл҃вка по ѡ̇брас҇ чл҃вкъ · въ дш҃ю [GAP] живꙋ ~,1190.0,1225.0,13.0
50,https://epigraphica.ru/epigraphy/inscription/show/50,1190-1225,Подпись к изображению трудов Адама,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,архистратига Михаилатисꙗ о⸗с(ꙋ)женъ бꙑс҇⁘ ~,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 3 ( )",целая (100%),,,,архистратига Михаилатисꙗ осꙋженъ бꙑс҇ ⁘ ~,1190.0,1225.0,13.0
52,https://epigraphica.ru/epigraphy/inscription/show/52,1190-1225,Подпись к изображению убийства Авеля,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,ꙋ̇биваѥ̇тъ · Каинъ ·,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 3 ( )",целая (100%),,,,ꙋ̇биваѥ̇тъ · Каинъ ·,1190.0,1225.0,13.0
54,https://epigraphica.ru/epigraphy/inscription/show/54,1190-1225,Подпись к изображению сна Иакова,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,видѣ И̇ꙗковъ лѣстви⸗|im.|хожахꙋ по неи̇и Гь҃ ·ꙋ̇кр|im.|ѣплѧшесѧ нанихъ ~,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 5 ( )",целая (100%),,,,видѣ И̇ꙗковъ лѣстви [GAP] хожахꙋ по неи̇и Гь҃ · ꙋ̇кр [GAP] ѣплѧшесѧ нанихъ ~,1190.0,1225.0,13.0
55,https://epigraphica.ru/epigraphy/inscription/show/55,1190-1225,Подпись к изображению борьбы Иакова с ангелом,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,архангелъ Гн҃ь борет(сѧ),,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 6 ( )",целая (100%),,,,архангелъ Гн҃ь боретсѧ,1190.0,1225.0,13.0
56,https://epigraphica.ru/epigraphy/inscription/show/56,1190-1225,Подпись к изображению явления Троицы Аврааму,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,Бъ҃ ꙗ̇висѧ А̇врамꙋ,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 5 ( )",целая (100%),,,,Бъ҃ ꙗ̇висѧ А̇врамꙋ,1190.0,1225.0,13.0
57,https://epigraphica.ru/epigraphy/inscription/show/57,1190-1225,Подпись к изображению чуда архистратига Михаила (чудо в Хонех) Подпись к изображению Архиппа Херотопского,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,text 1х҇и·стратигаХв҃а · Михаи̇лаtext 2Архипъ,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 6 ( )",целая (100%),,,,х҇и · стратигаХв҃а · Михаи̇ла Архипъ,1190.0,1225.0,13.0
58,https://epigraphica.ru/epigraphy/inscription/show/58,1190-1225,Подпись к изображению трех отроков в пещи огненной,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,архн҇глъни⸗де в пе⸗щь|im.|къ ѡтроко⸗мъ и̇ ѿꙗ̇пламе⸗нь ѿ пе⸗щи,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 7 ( )",целая (100%),,,,архн҇глъниде в пещь [GAP] къ ѡтрокомъ и̇ ѿꙗ̇пламень ѿ пещи,1190.0,1225.0,13.0
59,https://epigraphica.ru/epigraphy/inscription/show/59,1190-1225,Подпись к изображению явления архангела Лоту,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,архн҇глъ · Гн҃ъ ꙗ̇висѧ,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 8 ( )",целая (100%),,,,архн҇глъ · Гн҃ъ ꙗ̇висѧ,1190.0,1225.0,13.0
60,https://epigraphica.ru/epigraphy/inscription/show/60,1190-1225,Подпись к изображению царя Давида перед битвой,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,Дв҃дъ · цс҇рь · на треплетнꙋ̇ю̇три въвзꙗ камени на брань,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 7 ( )",целая (100%),,,,Дв҃дъ · цс҇рь · на треплетнꙋ̇ю̇три въвзꙗ камени на брань,1190.0,1225.0,13.0
61,https://epigraphica.ru/epigraphy/inscription/show/61,1190-1225,Подпись к изображению Даниила во рву львином,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,ар҃нлъ · Гн҃ь · вьсхꙑти А⸗с҇лма · въ Вавꙋлонъ · дапрепитаѥ̇ть Данила ~,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 8 ( )",целая (100%),,,,ар҃нлъ · Гн҃ь · вьсхꙑти Ас҇лма · въ Вавꙋлонъ · дапрепитаѥ̇ть Данила ~,1190.0,1225.0,13.0
62,https://epigraphica.ru/epigraphy/inscription/show/62,1190-1225,Подпись к изображению Силоамской купели,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,ар҃хглъ · Гн҃ь · Михаилъ въ⸗|im.|ть кꙋпѣль · да ицѣ⸗лить бо|im.|лѧща⸗ꙗ ·:· ~,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 9 ( )",целая (100%),,,,ар҃хглъ · Гн҃ь · Михаилъ въ [GAP] ть кꙋпѣль · да ицѣлить бо [GAP] лѧщаꙗ · : · ~,1190.0,1225.0,13.0
63,https://epigraphica.ru/epigraphy/inscription/show/63,1190-1225,"Подпись к изображению ангелов, извещающих Лота о гибели Содома Подпись к изображению содомлян",Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,text1придошаповѣдатъ Лотови · д(а)избѣг|im.|нѣть ѿ Содомаtext 2содомлѧн[е],,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 10 ( )",целая (100%),,,,придошаповѣдатъ Лотови · даизбѣг [GAP] нѣть ѿ Содома содомлѧне,1190.0,1225.0,13.0
64,https://epigraphica.ru/epigraphy/inscription/show/64,1190-1225,Подпись к изображению гибели Содома и Гоморры,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,а̇н҃глъ · Гн҃ь · пота⸗,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 9 ( )",целая (100%),,,,а̇н҃глъ · Гн҃ь · пота,1190.0,1225.0,13.0
65,https://epigraphica.ru/epigraphy/inscription/show/65,1190-1225,"Подпись к изображению архангела, призывающего Гедеона на борьбу с агарянами",Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,ꙗ̇висѧ а̇н҃глъ · Гн҃ь · Геде⸗,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 10 ( )",целая (100%),,,,ꙗ̇висѧ а̇н҃глъ · Гн҃ь · Геде,1190.0,1225.0,13.0
66,https://epigraphica.ru/epigraphy/inscription/show/66,1190-1225,"Подпись к изображению архангела Михаила, избивающего полки ассирийские",Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,и съшедъ · с нб҃и арханге⸗|im.|сто· и̇ ѡ̇смьдесѧтъи̇ пѧть ~,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 11 ( )",целая (100%),,,,и съшедъ · с нб҃и арханге [GAP] сто · и̇ ѡ̇смьдесѧтъи̇ пѧть ~,1190.0,1225.0,13.0
67,https://epigraphica.ru/epigraphy/inscription/show/67,1190-1225,"Подпись к изображению пророка Нафана, обличающего царя Давида",Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,Нафанъ · пр҃ркъ · ѡбли⸗,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 12 ( )",целая (100%),,,,Нафанъ · пр҃ркъ · ѡбли,1190.0,1225.0,13.0
68,https://epigraphica.ru/epigraphy/inscription/show/68,1190-1225,"Подпись к изображению архангела Михаила, запрещающего Валааму проклинать сынов Израилевых",Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,арх҇нглъ · Гн҃ь · Михаи⸗,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 11 ( )",целая (100%),,,,арх҇нглъ · Гн҃ь · Михаи,1190.0,1225.0,13.0
69,https://epigraphica.ru/epigraphy/inscription/show/69,1190-1225,Подпись к изображению явления архангела Иисусу Навину,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,ꙗ̇висѧ архистратигъгинꙋвъ Ѥ̇рихонѣ ꙋкрѣплѧ⸗ꙗ̇ и̇ на брань ~,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 12 ( )",целая (100%),,,,ꙗ̇висѧ архистратигъгинꙋвъ Ѥ̇рихонѣ ꙋкрѣплѧꙗ̇ и̇ на брань ~,1190.0,1225.0,13.0
75,https://epigraphica.ru/epigraphy/inscription/show/75,1190-1225,Подпись к изображению рождества Богородицы,Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,ржст҃во ст҃оѣ,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 4 ( )",целая (100%),,,,ржст҃во ст҃оѣ,1190.0,1225.0,13.0
78,https://epigraphica.ru/epigraphy/inscription/show/78,1190-1225,Подпись к изображению Сретения Господня,Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,устрѣте|im.|ниѥ Гн҃е,,,кириллица,золотая наводка,"левая створка, клеймо 6 ( )",целая (100%),,,,устрѣте [GAP] ниѥ Гн҃е,1190.0,1225.0,13.0
80,https://epigraphica.ru/epigraphy/inscription/show/80,1190-1225,Подпись к изображению Преображения Господня,Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,преобр|im.|ажениѥ,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 6 ( )",целая (100%),,,,преобр [GAP] ажениѥ,1190.0,1225.0,13.0
82,https://epigraphica.ru/epigraphy/inscription/show/82,1190-1225,Монограмма Иисуса Христа Подпись к изображению Распятия Господня Монограмма Богородицы Подпись к изображению святого Иоанна,Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,Текст 1:Текст 2:распѧ|im.|тиѥГн҃еТекст 3:[М]р҃ Ѳу҃Текст 4:а⃝|im.|Иѡ̇⸗ан,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 7 ( )",целая (100%),,,,распѧ [GAP] тиѥГн҃е Мр҃ Ѳу҃ а⃝ [GAP] Иѡ̇ан,1190.0,1225.0,13.0
84,https://epigraphica.ru/epigraphy/inscription/show/84,1190-1225,Подпись к изображению Воскресения Господня,Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,вкр҃сениѥГн҃е,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 9 ( )",целая (100%),,,,вкр҃сениѥГн҃е,1190.0,1225.0,13.0
85,https://epigraphica.ru/epigraphy/inscription/show/85,1190-1225,Подпись к изображению сошествия Святого Духа,Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,[соше]|im.|стви[е]|im.|[Ст҃]го,,,кириллица,золотая наводка,"левая створка, клеймо 10 ( )",целая (100%),,,,соше [GAP] ствие [GAP] Ст҃го,1190.0,1225.0,13.0
86,https://epigraphica.ru/epigraphy/inscription/show/86,1190-1225,Подпись к изображению Успения Богородицы,Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,оуспениѥсто҃ѣ Бц҃ѣ ~,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 10 ( )",с утратами (50-85%),,,,оуспениѥсто҃ѣ Бц҃ѣ ~,1190.0,1225.0,13.0
87,https://epigraphica.ru/epigraphy/inscription/show/87,1190-1225,Подпись к изображению Положения честной ризы Пресвятой Богородицы,Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,text 1иѥчть҃нꙑ[ꙗ]ризꙑtext 2*а*Ѳе⸗ма,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 11 ( )",целая (100%),,,,иѥчть҃нꙑꙗризꙑ *а*Ѳема,1190.0,1225.0,13.0
88,https://epigraphica.ru/epigraphy/inscription/show/88,1190-1225,Подпись к изображению шествия с телом Богородицы к гробу,Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,стꙑꙗ Бца тѣло не⸗,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 12 ( )",целая (100%),,,,стꙑꙗ Бца тѣло не,1190.0,1225.0,13.0
92,https://epigraphica.ru/epigraphy/inscription/show/92,1190-1225,Подпись к изображению святого Димитрия ( ),Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,агиос Дмитрии,,,кириллица кириллица ( ),золотая наводка,центральный вал ( ),целая (100%),,,,агиос Дмитрии,1190.0,1225.0,13.0
93,https://epigraphica.ru/epigraphy/inscription/show/93,1190-1225,Подпись к изображению святого Митрофана ( ),Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,агиос Митрофа[н],,,кириллица кириллица ( ),золотая наводка,центральный вал ( ),целая (100%),,,,агиос Митрофан,1190.0,1225.0,13.0
95,https://epigraphica.ru/epigraphy/inscription/show/95,1190-1225,Подпись к изображению святого Федора ( ),Западные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,агиос Ѳеодоръ,,,кириллица кириллица ( ),золотая наводка,центральный вал ( ),целая (100%),,,,агиос Ѳеодоръ,1190.0,1225.0,13.0
96,https://epigraphica.ru/epigraphy/inscription/show/96,[1430-1460],"Подписи к изображениям апостолов, Богородицы и Иисуса Христа",Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,Текст 1ап҃ліТекст 2:Прчт҃аꙗТекст 3:Іс҃ Хс҃Текст 4:апл҃и,,,кириллица,резьба по металлу,"левая створка, клеймо 1",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,,ап҃лі Прчт҃аꙗ Іс҃ Хс҃ апл҃и,1430.0,1460.0,15.0
97,https://epigraphica.ru/epigraphy/inscription/show/97,[1430–1460],Подпись к изображению волхвов,Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,волсви персистї идꙋ къ Хꙋ з дары,,,кириллица,резьба по металлу,"левая створка, ряд 3, левое клеймо",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,,волсви персистї идꙋ къ Хꙋ з дары,1430.0,1460.0,15.0
98,https://epigraphica.ru/epigraphy/inscription/show/98,[1430–1460],Подписи к изображениям Богородицы и Иисуса Христа,Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,Текст 1:Прч҃таТекст 2:Іс҃ Хс҃,,,кириллица,резьба по металлу,"левая створка, ряд 3, левая часть правого клейма",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,,Прч҃та Іс҃ Хс҃,1430.0,1460.0,15.0
100,https://epigraphica.ru/epigraphy/inscription/show/100,[1430–1460],"Подписи к изображениям Иерусалимского храма, Богородицы и Иисуса Христа и обозначение сцены Сретения",Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,Текст 1Текст 2срѣтенїе Гн҃еТекст 3:Прч҃с҇таТекст 4:Іс҃ Хс҃,,,кириллица,резьба по металлу,"левая створка, ряд 4, левое клеймо",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,,срѣтенїе Гн҃е Прч҃с҇та Іс҃ Хс҃,1430.0,1460.0,15.0
102,https://epigraphica.ru/epigraphy/inscription/show/102,[1430–1460],"Подпись к дверной ручке в виде пасти льва, полной голов грешников",Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,адъ пожирае грѣшных,,,кириллица,резьба по металлу,"левая створка, ряд 4, правая часть правого клейма",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,,адъ пожирае грѣшных,1430.0,1460.0,15.0
103,https://epigraphica.ru/epigraphy/inscription/show/103,[1430–1460],Подпись к изображению встречи Марии и Елизаветы,Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,Марїа и Елисавеѳь,,,кириллица,резьба по металлу,"левая створка, ряд 5, левая часть левого клейма",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,Имена являются переводом латинских подписей к соответствующим фигурам.,Марїа и Елисавеѳь,1430.0,1460.0,15.0
104,https://epigraphica.ru/epigraphy/inscription/show/104,[1430–1460],Подпись к изображению бегства Марии и Иосифа в Египет,Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,Марїа мт҃и Їсо҃ва сниде въ Егѵпет҇ со Їѡсифмъ,,,кириллица,резьба по металлу,"левая створка, ряд 5, правая часть левого клейма",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,Дословный перевод латинской надписи: +m*ar*ia mater ih҃u descndit in҇ egiptum҇ cum҇ ioseh.,Марїа мт҃и Їсо҃ва сниде въ Егѵпет҇ со Їѡсифмъ,1430.0,1460.0,15.0
107,https://epigraphica.ru/epigraphy/inscription/show/107,[1430–1460],Подпись к изображению вознесения пророка Илии,Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,взꙗт҇е Илїи про҇рк[а] ѿ землꙗ в раи,,,кириллица,резьба по металлу,"левая створка, ряд 6, левое клеймо",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,,взꙗт҇е Илїи про҇рка ѿ землꙗ в раи,1430.0,1460.0,15.0
109,https://epigraphica.ru/epigraphy/inscription/show/109,[1430–1460],Подпись к изображению мастера Риквина,Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,мастеръ Никви҇нъ [мепеги],,,кириллица,резьба по металлу,"левая створка, ряд 7, правая часть левого клейма",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,"Подпись к изображению мастера, изготовившего врата. Перевод-транслитерация латинской надписи Riquin me fec с заменой некоторых букв (R → Н, F → П, C → Г). Последнее слово в настоящее время скрыто под ограничительной пластиной.",мастеръ Никви҇нъ мепеги,1430.0,1460.0,15.0
110,https://epigraphica.ru/epigraphy/inscription/show/110,[1430–1460],Подписи к изображениям Адама и Евы и комментарий к сцене грехопадения,Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,Текст 1:Текст 2:ЕвгаТекст 3:снѣдоста ѿ плода древꙋ,,,кириллица,резьба по металлу,"левая створка, ряд 7, левая часть левого клейма",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,,Евга снѣдоста ѿ плода древꙋ,1430.0,1460.0,15.0
111,https://epigraphica.ru/epigraphy/inscription/show/111,[1430–1460],Подпись к изображению мастера Аврама Подпись к изображению мастера Аврама ( ),Магдебургские врата Софийского собора в Великом Новгороде,церковные врата,Собор св. Софии,мастеръ Аврамъ,,,кириллица,резьба по металлу,"левая створка, ряд 7, пластина между клеймами",целая (100%),«По совокупности эпиграфических признаков они [русские надписи Софийских дверей] находят больше всего соответствия среди надписей на произведениях прикладного искусства Северо-Восточной Руси 30-х – 60-х годов XV в.» ( ),,"Подпись к изображению мастера Аврама, предположительно, собиравшего врата после их попадания в Новгород и добавившего эту пластину по своему усмотрению. Возможно, однако, что русский мастер нанес свое имя на оригинальную пластину с изображением немецкого мастера, предварительно стесав имя своего предшественника.",мастеръ Аврамъ,1430.0,1460.0,15.0
