id,url,date,content,carrier,carrier_category,place,text,reconstruction,translation,alphabet,writing_method,position,preservation,date_details,date_justification,comment,clean_text,start_year,end_year,century
1126,https://epigraphica.ru/epigraphy/inscription/show/1126,[1280–1300],Многолетствование новобрачным (Хомуту и дочери Андрея),Стены церкви Спаса Преображения на Нередице,стена церкви,Церковь Спаса Преображения на Нередице,Хомуть ожениль⸗,,‘Хомут женился на дочери Андрея. Многая лета!’ ‘Хомуть женился на дочери Андрея. Многа(я) лета!’ ( ) Доп. интерпретации,кириллица,граффито,"Южная сторона юго-восточного столба, на синем фресковом фоне. Высота от пола 140 см, расстояние от правого края столба 27 см, длина 19 см, высота 6,5 см. ( )",с небольшими утратами (>85%),"Ж 5б 'Плечо у верха мачты' 1240>, Ѧ IIIб 'V-образный язычок (плосковерхие)' 1280-1400, Р IVб 'Углом вниз (прямолинейные)', Графика: Ѣ →Е 1100–1380. Язык: редуцированные двояко ( О нд рьею, м о но|га ) <1300. Итого 1280–1300.",,,Хомуть ожениль,1280.0,1300.0,13.0
1129,https://epigraphica.ru/epigraphy/inscription/show/1129,[1380–1500],Надпись об Адаме,Стены церкви Спаса Преображения на Нередице,стена церкви,Церковь Спаса Преображения на Нередице,(Ад)амъ первыи чв҃къ,,,кириллица,граффито,"Северная стена. На поверхности северной стены, в ее западной части, на уровне северо-западного столба, выше человеческого роста. Около 160 см от пола, длина 20,5 см, ширина 4,5 см, высота букв 1 см. Сохранилась не полностью; начала строк закрыты реставраторской вычинкой, процарапана очень тонкой иглой в три строки, справа перекрыта рисунком птицы с хохолком на голове в виде четырех черточек и с отростком под клювом, напоминающим петушиный гребень, ниже похожий рисунок еще одной птицы с хохолком и пышным хвостом. ( )",с утратами (50-85%),"Ъ 4 'Высокая петля' (1280)>, Е 4 'Лежащие' 1380>, Ч IIа 'Y-образные' 1280>, Ю IIв 'Перемычка наклонно вверх' 1320>, Р 13 'Наклонная мачта' 1360>, Р IVб 'Углом вниз (прямолинейные) 1240> (1300)>, В 5 'Высокая нижняя петля' 1340> (1360)>, И III 'Диагональ' 1340>. Итоговая датировка: после 1380 ( ). Позднее XV в. Y-образная Ч не встречается (Е. Ф. Карский. Славянская кирилловская палеография, 1928. С. 202). Палеографические характеристики надписи позволяют датировать ее первой половиной — серединой XV в.: буквы ъ и ы с высокими треугольными петлями, доходящими до верхней точки косой мачты [Зализняк 2000: 205], е якорная, лежащая на строке, ч с расщепом, V-образная, с отсечками [Там же: 203], ю с косой перекладиной, р с наклонной вправо мачтой и треугольной петлей основанием вниз, в с высокой нижней петлей. Над словом м(е)ртвыхъ короткая черта — подобие титла. Титло похожего вида и над словом чв҃къ. Датировке не противоречит и орфография: в слове первыи буква е из исконного ь. ( )",,,Адамъ первыи чв҃къ,1380.0,1500.0,15.0
1130,https://epigraphica.ru/epigraphy/inscription/show/1130,[1400–1450],Покаянная надпись,Стены церкви Спаса Преображения на Нередице,стена церкви,Церковь Спаса Преображения на Нередице,…Ѡ горе ти дш҃е моѧ,,,кириллица,граффито,"Северная грань северо-западного столба. Высота от пола 160 см, длина строк 13,5 см и 13 см, высота букв 1,2 – 1,5 см. ( )",с утратами (50-85%),"Палеографические характеристики: д с выходящей за вершину треугольника правой частью, с длинными ножками платформы [Зализняк 2000: 161], широкая ѧ , с треугольным язычком, вытянутая и с косой перекладиной — датируют надпись первой половиной XV в. ( )",,,[GAP] Ѡ горе ти дш҃е моѧ,1400.0,1450.0,15.0
1132,https://epigraphica.ru/epigraphy/inscription/show/1132,[1280–1320],Надпись о смерти Ульяны,Фрагменты фресковой штукатурки 1120-х гг. Георгиевского собора Юрьева монастыря,стена церкви,Георгиевский собор Юрьева монастыря,…рѧ ѕ ҃ дн҃ъ н[а] пам(ѧть) …,,‘Месяца …ря в 6‑й день на память святого … преставилась раба Божия Ульяна (?)…’. ( ),кириллица,граффито,"Фрагмент 2848* найден в южной апсиде Георгиевского собора Юрьева монастыря. «Блок из трех кусков штукатурки светлобежевого (светлосерого) цвета. Направление кисти ярко выраженное, вертикальное, очень заметное. В нижней части поверхность сглаживается, становится почти ровной». ( )",фрагмент (15-50%),"«Почерк, скорее всего, тот же, что в S23 . Палеографически – после [1280], предпочт. до [1320]: Р V «петля с двумя изломами» 1280>». ( )",,"«Надпись, скорее всего, сообщала о смерти женщины по имени Ульяна. Сохранившиеся буквы в конце второй строки допускают разные варианты реконструкции: с [ л ] е [ п ] аѧ …, с [ д ] е ( положена )… и др. Отметим написание д҃нъ с необозначенной мягкостью н или отражением его отвердения, ср. д҃нь в написанной тем же почерком S23 . В верхней части фрагмента 2848* читается начало последней строки другой надписи, сделанной сходным почерком; сохранились буквы свꙩ … ( рабу своему ?) и неопределяемая буква в предыдущей строке. В последовательности свꙩ , сохранившейся от верхней надписи, представлен редкий случай использования буквы ꙩ после согласного». ( )",[GAP] рѧ ѕ ҃ дн҃ъ на памѧть [GAP],1280.0,1320.0,13.0
1139,https://epigraphica.ru/epigraphy/inscription/show/1139,[1127–1280],Надпись с упоминанием Мартирия,Фрагменты фресковой штукатурки 1120-х гг. Георгиевского собора Юрьева монастыря,стена церкви,Георгиевский собор Юрьева монастыря,…анатв[ꙋ]рьѧ возал,… (ꙋ) [М]анатв[ꙋ]рьѧ возал ( ),‘… у Манатвурья (Мартирия) взял’. ( ),кириллица,граффито,"Надпись расположена на блоке из четырёх фрагментов (2824, 2968, 3238, 3243), которые были найдены в южной апсиде. «Трехцветный блок, находился на границе красного и зеленого фонов, разделенных белой вертикальной линией разгранки. Окончание надписи пересекает линию разгранки и заходит на красный фон». ( )",малый фрагмент (<15%),"«предпочт. до [1280]: А 1 «покрытие» (<1280); В V «нижняя косая к мачте» 1140> (1380>), З 2а «ъ-образные (правонаклонные)» 1120–1300, Р III «углом вперед» (<1280)» ( )",,"Настоящая надпись и граффито S31b (№1140 настоящей Базы) «сделаны одна под другой, по-видимому, одним почерком» ( ). Почерк и графика некнижные: используется зеркальное а (наряду с обычным), з имеет ъ ‑образное начертание, в слове возал не обозначена мягкость срединного согласного, отсутствует конечный ъ , а в приставке ъ заменен на о . На фоне этих отклонений от книжного стандарта интерпретируется загадочное [ м ] анатв [ ꙋ ] рьѧ . Перед нами, по‑видимому, двойное искажение формы Мант ( о ) урьѧ – разговорного варианта канонического имени Мартирий, с межслоговой диссимиляцией р ~ р > н ~ р . В Синодальном списке НПЛ основа имени последовательно записывается как Мартоури ‑, на епископской печати находим Мартури - ( ), в надписи о смерти и погребении сыновей Ярослава Владимировича ( S1a (№ 255 настоящей Базы) ) – Мартꙋри ‑. Между тем в списках младшего извода НПЛ встречается лишь форма Мантурии. Надпись показывает, что вариант с н существовал уже в конце XII в. Второе а после н выступает на месте вставного ъ ( Манът ‑), ср. варианты мантия (из манът ‑), манотия , манатия ; ср. также Канадратоу в берестяной грамоте № 1073 (сер. XIII в.) . Вставка в между т и у имеет, по‑видимому, ту же природу, что и написание издвушиша вместо издушиша в Синодальном списке Новгородской первой летописи (л. 76, 6746)1, и объясняется фонетической близостью артикуляции билабиального [w] и гласного [у]. Новгородским источникам эпохи независимости известен единственный Мартирий – архиепископ, занимавший кафедру с 1193 по 1199 г. За год до своего избрания, в 1192 г., Мартирий основал в Русе Спасо‑Преображенский монастырь. Соблазнительной выглядит в связи с этим возможность прочтения имени в надписи S31b как Евдокия. Дело в том, что под тем же 1192 г. летопись сообщает о смерти игумении Воскресенского монастыря Марии и поставлении на ее место Евдокии (это событие, скорее всего, зафиксировала надпись S10). Возможное сочетание в надписях имен Евдокии и Мартирия позволяет предположить, кто и что мог взять у новопоставленных игумена и игумении. Речь может идти о так называемой ставленой пошлине, взимавшейся архиереями с возводимых на церковные должности лиц. Против этой практики (точнее, злоупотреблений ею) направлена первая статья постановления собора 1274 г., в которой фиксируется и специальное обозначение пошлины за поставление игуменом – посошное (т. е. мзда за вручение посоха как символа игуменской власти, см.: ): “прочее от сего времени аще кто явиться от святого нашего собора или игумена в игуменство, емля от него что, свящая на мзде, рекомое “посошное” , или постригая мирского попа на мзде в игуменство, или попа поставляет к церкви, емля у него что, да будут извержены” ( ). Хотя взимание ставленых пошлин было, по существу, легальным обычаем, оно, безусловно, вызывало осуждение в монашеской среде. Неслучайно в начале XIV в. выразителем самой бескомпромиссной позиции по данному вопросу выступил инок тверского монастыря Богородицы Акиндин в своем послании к князю Михаилу Ярославичу ( –158). Речь может идти о так называемой ставленой пошлине, взимавшейся архиереями с возводимых на церковные должности лиц. Негативное отношение к взиманию “посошного” могут отражать и юрьевские надписи. В контексте эпиграфического комплекса южной абсиды первую из них проще всего представить как комментарий к надписи о поставлении новой игумении Воскресенского монастыря, которая согласно нашей реконструкции заканчивалась фразой: “и поставил владыка на месте ее Евдокию” (S10). Сделанная другой рукой ремарка могла быть сформулирована как продолжение этой фразы: “[Столько‑то гривен] у Евдокии взял”. Аналогично, и надпись про Мартирия могла комментировать несохранившуюся запись об основании им монастыря» ( ).",[GAP] анатвꙋрьѧ возал,1127.0,1280.0,13.0
1142,https://epigraphica.ru/epigraphy/inscription/show/1142,1103–[1200],Молитва Стыряты,Стены церкви Благовещения на Городище,стена церкви,Церковь Благовещения на Городище,[ⱁ] Ⰳⰻ҃ Ⰻⱄⱏ҃ Ⱈⰵ҃ [ⰵⰳ]ⰴⰰ ⱄⱑⰴ[ⰵ]ⱎⰻ ⱄ(ⱆ)ⰴⰻⱅ[ⰻ],,"‘О, Господи Исус Христос! Когда сядешь судить мои дела, не осуди меня, грешного раба твоего! Стырята писал’. ( )","кириллица, глаголица",граффито,"Несколько тысяч подобранных стык в стык и частично склеенных фрагментов фресковой штукатурки 1100-х гг. Сведения о местоположении: Церковь Благовещения на Городище, жертвенник, апсида, правый (южный) край, ок. 220 см над полом XII в. Место надписи: Полоса красно-коричневой разгранки над полосой городчатого орнамента, у правого края, у верхнего края. Судя по уровню расположения, граффито моглo быть выполненo только с какого-то возвышения. ( ) Тем же почерком и тем же крупным письмом [ что и надпись № 29 ] выполнена одна из двух больших надписей на разгранке выше полосы ступенчатого орнамента. ( )",с небольшими утратами (>85%),,"Церковь Благовещения была окончательно разрушена перед закладкой в 1342 г. на ее месте нового каменного храма. Между тем среди граффити на фресках церкви 1103 г. нет надписей с признаками, которые позволили бы однозначно датировать эти тексты XIII или первой половиной XIV в.",,ⱁ Ⰳⰻ҃ Ⰻⱄⱏ҃ Ⱈⰵ҃ ⰵⰳⰴⰰ ⱄⱑⰴⰵⱎⰻ ⱄⱆⰴⰻⱅⰻ,1103.0,1200.0,12.0
1146,https://epigraphica.ru/epigraphy/inscription/show/1146,[1127–1200],Дни недели,Фрагменты фресковой штукатурки 1120-х гг. Георгиевского собора Юрьева монастыря,стена церкви,Георгиевский собор Юрьева монастыря,нд҃лѧед(ѣльникъ)(…),,"‘Воскресенье, понедельник...’.",кириллица,граффито,"Фрагмент 2861 был найден в южной апсиде. «Фрагмент находился на границе красного и зеленого фонов, разделенных белой полосой разгранки по вертикали. Строки надписи начинались на красном фоне и заканчивались на зеленом». ( )",фрагмент (15-50%),«XII в.?» ( ),,"«Надпись выполнена изящным беглым почерком с тонкими верхними засечками при отсутствии нижних, что говорит в пользу ранней даты. Судя по началу, она представляла собой записанную в столбик последовательность названий дней недели. Ту же последовательность, но записанную в строку, с сокращением названий дней до начальных слогов, представляет знаменитое граффито не по у се чь пѧ су в церкви Спаса на Нередице ( ) и его вариант в Спасо‑Преображенском соборе Переславля‑Залесского, в котором, в отличие от нередицкой версии, над сокращениями стоят титла ( , № 6). Прагматика текстов такого рода неясна» ( ).",нд҃лѧедѣльникъ [GAP],1127.0,1200.0,12.0
1148,https://epigraphica.ru/epigraphy/inscription/show/1148,[1420–1500],Надпись о смерти Иоанна,Фрагменты фресковой штукатурки 1120-х гг. Георгиевского собора Юрьева монастыря,стена церкви,Георгиевский собор Юрьева монастыря,прест(а)ви(сѧ) … ... Iѡ(а)[н]ъс҇цѧ iюнѧ … …каЄлѣcиꙗ,прест(а)ви(сѧ рабъ Бж҃ии) Iѡ(а)[н]ъ мс҇\цѧ iюнѧ (въ 14 на память ст҃го пр҃)[р]ка Елѣcиꙗ ( ),‘Преставился раб божий Иоанн месяца июня в 14‑й день на память святого пророка Елисея’. ( ),кириллица,граффито,"Фрагменты 2500*/2962, 2501, 2502, 2561 были найдены в северной апсиде. «Блок из трех кусков штукатурки – монолита и двух отдельных фрагментов в три цвета. Надпись читается посередине, под линией разгранки, разделяющей зеленый и красный фоны; ниже них лежит бежевый, переходящий в белый. К нижнему краю появляется больше затертостей/повреждений красочного слоя (преимущественно, красного с проступающим бежевым)». ( )",с утратами (50-85%),"«после [1420]: И II «наклонная перекладина» 1320>; Т II «треногое» 1420>; Ѧ IIIа «V-образный язычок (острые)» 1280> (1340>), Ю IIг «перемычка по верху» 1360>; Ꙗ IIа «высокая перемычка» 1300>; графика: «є» 1320>» ( )",,"«Буквы крупные, грубоватые» ( ). «Буква ѧ выступает в разных начертаниях в стандартном сокращении и в названии месяца» ( ).",престависѧ [GAP] ѡанъс҇цѧ юнѧ [GAP] каЄлѣиꙗ,1420.0,1500.0,15.0
1149,https://epigraphica.ru/epigraphy/inscription/show/1149,[1342–1351],Надпись о смерти Леонтия (чистовая),Фрагменты фресковой штукатурки 1120-х гг. Георгиевского собора Юрьева монастыря,стена церкви,Георгиевский собор Юрьева монастыря,в лѣт҇҂ѕ҃.ѡ҃.н҃.- (мс҇ц)ѧ ма⸗муч҇Алекса[д](ра)…,,‘В 685… году месяца марта 14 преставился раб Божий Леонтий Спы… на память святого мученика Александра’. ( ),кириллица,граффито,"Фрагменты 2518*, 2519*, 2520 (?), 2522, 2523 были найдены в северной апсиде. «Блок из четырех кусков штукатурки – двух монолитов и двух фрагментов. Базовый цвет – темно-зеленый. Фреска покрыта небольшими выбоинками, точками и случайными царапинами/линиями, затертостями, т. е. красочный слой преимущественно поврежден в большей или меньшей степени». Настоящая надпись расположена на фрагментах 2518*, 2519*. ( )",с утратами (50-85%),,,"Поле «Расположение на носителе» содержит информацию о блоке фрагментов, на которых читаются две связанных между собой надписи N2a (настоящая надпись) и N2b (№ 1150 настоящей Базы) . Настоящая (чистовая надпись N2a) выполнена «крупным почерком, расположена над черновой надписью N2b (№1150 настоящей Базы) , наезжая последней строкой на первую строку черновика. <...> Левее и чуть выше надписи читается написанное другим, еще более крупным почерком слово мц҃ѧ – заготовка поминальной надписи. Над годовой датой – инвокация Ги҃ (почерк также другой, более мелкий)» ( ). «Слово мученика сокращено с использованием лигатуры му , такой же, как в черновой надписи, чем подтверждается тождество почерков. Нетипична форма е в имени умершего: она напоминает латинскую Е , хотя в слове преставися та же буква записана совершенно иначе. Начинавшееся на Спꙑ ‑ фамильное прозвище Леонтия надежно не восстанавливается. Начальное Сп ‑ подтверждается черновой надписью. От буквы после ꙑ сохранилась левая вертикаль, подходящая для целого ряда букв. Из мыслимых вариантов наиболее вероятен Спышь , который можно трактовать как гипокористику на ‑ ышь от прозвища Сопъ (< Съпъ ), извлекаемого из названия деревень Сопова и Сопово в Шелонской и Деревской пятинах ( ; ). Возможны также варианты Спынев и Спыревъ » ( ).",в лѣт҇҂ѕ҃.ѡ҃.н҃.- мс҇цѧ мамуч҇Алексадра [GAP],1342.0,1351.0,14.0
1150,https://epigraphica.ru/epigraphy/inscription/show/1150,[1342–1351],Надпись о смерти Леонтия (черновая),Фрагменты фресковой штукатурки 1120-х гг. Георгиевского собора Юрьева монастыря,стена церкви,Георгиевский собор Юрьева монастыря,"на фрагментах 2518, 2522на фрагменте 2520на фрагменте 2523c҇[ц]ѧ марта д м ичь С[п]би҃и (Ле)[ѡ]н[т] [т҃]гомуч҇ѣи",мс҇\[ц]ѧ марта д҃(i престависѧ рабъ) Би҃и (Леѡ)н[т]⸗ ѣи (Мики)[т]ичь С[п]---⸗ (въ на св)[т҃]го *му*ч҇\ (Александра) ( ),‘Месяца марта 14 преставился раб божий Леонтий …тичь Спы… на память святого мученика Александра’. ( ),кириллица,граффито,"Фрагменты 2518*, 2519*, 2520 (?), 2522, 2523 были найдены в северной апсиде. «Блок из четырех кусков штукатурки – двух монолитов и двух фрагментов. Базовый цвет – темно-зеленый. Фреска покрыта небольшими выбоинками, точками и случайными царапинами/линиями, затертостями, т. е. красочный слой преимущественно поврежден в большей или меньшей степени». Настоящая надпись расположена на фрагментах 2518*, 2520 (?), 2522, 2523. ( )",с утратами (50-85%),,Датирована по дате в чистовой надписи [N2a] (№1149 в настоящей Базе) .,"Поле «Расположение на носителе» содержит информацию о блоке фрагментов, на которых читаются две связанных между собой надписи N2a (№1149 настоящей Базы) и настоящая надпись N2b. «Чистовая надпись N2a (№1149 настоящей Базы) , выполненная крупным почерком, расположена над настоящей черновой надписью N2b, наезжая последней строкой на первую строку черновика. Почерк черновой надписи более мелкий и убористый» ( ). «Судя по большому пробелу перед ичь на фрагменте 2519, предыдущая буква могла быть г или т . Буква м в реконструируемом [ М ]( ики )[ т ] ичь находится на отдельном маленьком фрагменте, который может и не относиться к надписи (хотя почерк безусловно тот же); отчество Леонтия могло быть и другим, например Игнатичь. Примечательна трансформация, которой текст подвергся при создании чистовой надписи: добавив годовую дату (что для поминальных надписей большая редкость) и слово “память”, автор убрал отчество умершего, оставив только фамильное прозвище» ( ).","на фрагментах , на фрагменте на фрагменте ҇цѧ марта д м ичь Спби҃и Леѡнт т҃гомуч҇ѣи",1342.0,1351.0,14.0
1153,https://epigraphica.ru/epigraphy/inscription/show/1153,1103–[1200],"Крестные слова Христа (Пс. 21:2, Мф. 27:46, Мк. 15:34)",Стены церкви Благовещения на Городище,стена церкви,Церковь Благовещения на Городище,Ⰱⰶ҃ⰵ (Ⰱ)ⰶ҃ⰵ ⰿ[ⱁ](ⰻ ⰲⱏ)ⱄⰽⱁⱆ(ⱓ),,"‘Боже, Боже мой! Для чего Ты оставил меня?’",глаголица,граффито,"Жертвенник, апсида, правая (южная) сторона, ок. 175 см над полом XII в. Полоса красно-коричневой разгранки под полосой городчатого орнамента, над прямоугольником бурой мраморировки, 19 см от правого края, у верхнего края. 1-ая буква 2-ой строки начиналась правее 3-ей буквы 1-ой строки, то есть 2-ая строка была выровнена почти по центру. ( )",с небольшими утратами (>85%),,"Церковь Благовещения была окончательно разрушена перед закладкой в 1342 г. на ее месте нового каменного храма. Между тем среди граффити на фресках церкви 1103 г. нет надписей с признаками, которые позволили бы однозначно датировать эти тексты XIII или первой половиной XIV в.",,Ⰱⰶ҃ⰵ Ⰱⰶ҃ⰵ ⰿⱁⰻ ⰲⱏⱄⰽⱁⱆⱓ,1103.0,1200.0,12.0
1155,https://epigraphica.ru/epigraphy/inscription/show/1155,"[1127–1180], 1162 (?)",Надпись о смерти игумена монастыря пресвятой Богородицы,Фрагменты фресковой штукатурки 1120-х гг. Георгиевского собора Юрьева монастыря,стена церкви,Георгиевский собор Юрьева монастыря,(прѣстависѧ) …нь о--(с҇)цаиюлѧ (в)ъ в҃ї а погр(еб)енъ б[ꙑ](с҇)наꙋтриѧ въ гї҃ [д](н҃ь с)ъ чь(стью),(прѣстависѧ) (пасто)[у](хъ гс҇\д)нь О(ль)⸗ [кса] (игуменъ мн҃)сты(рѧ) пр(ѣст҃ы)⸗ ѧ влд҃(чиц)[ѧ] н[а](ше)[ѧ] Бц҃ѧ м(\с҇\)\ца июлѧ (в)ъ в҃ї а погр(еб)енъ б[ꙑ](\с҇\)\ наꙋтриѧ въ гї҃ [д](н҃ь с)ъ чь(стью) ( ),"‘Преставился … Олекса (?), игумен монастыря пресвятой владычицы нашей Богородицы, месяца июля в 12‑й, а погребен был наутро в 13‑й день с честью’. ( )",кириллица,граффито,"Фрагменты 2503*, 2505, 2508, 2801, 3201 были найдены в северной апсиде. «Блок из пяти кусков штукатурки – монолит и четыре фрагмента – в три цвета. Линия разгранки проходит вертикально, по левому краю (2505), разделяя красный фон и зеленый, на котором сделаны надписи. На зеленом фоне видны ярко выраженные вертикальные и диагональные мазки кисти. Заметные повреждения красочного слоя отсутствуют, если не считать нескольких небольших выбоин на линии разгранки. Надпись занимает верхнюю часть блока». ( )",с утратами (50-85%),"«до [1180]: «Б, В, Г, П обычно с выступом» <1180» ( )",,"«Надпись N5a (настоящая надпись) занимает верхнюю часть блока, надписи N5b (№1156 настоящей Базы) и N5с (№1157 настоящей Базы) читаются ниже и правее. Надпись N5b сделана поверх глаголической надписи N5с и частично обходит ее» ( ). Несмотря на сильную фрагментированность, бо́льшая часть надписи восстанавливается с уверенностью. Торжественность формулировок заставляет думать, что речь идет о кончине игумена, а не рядового монаха. На о ‑ в конце 1‑й строки должно было начинаться имя умершего. Весьма вероятно, что им был игумен Антониева монастыря Алекса, о смерти которого летопись сообщает под 1162 (6670 г.): “ Прѣставися игуменъ Олькса святыя Богородиця, и поставиша по немь игуменомь Мануила ” ( ). Алекса был поставлен игуменом в 1157 г. после смерти Андрея, преемника основателя обители св. Антония Римлянина ( ). Для реконструируемого (очень гипотетически) ( пасто )[ у ]( хъ гс҇\д ) нь ср. в Киевской летописи под 1183 (6691) г. о новоизбранном архимандрите Василии: “… и бы(с) игѹменъ и пастѹхъ чер(нор)изьцемь Федосьєва манастырѧ ” ( ). Возможная альтернатива – ( прѣстависѧ въ вѣчьно )[ у ]( ю жиз ) нь – предполагает наличие еще одной строки сверху с нетривиально оформленной годовой датой. Оба варианта отвечают возвышенной стилистике надписи. Необходимая длина второй строки достигается при допущении, что слово монастыря было записано с сокращением ( ).",прѣстависѧ [GAP] нь о [GAP] с҇цаиюлѧ въ в҃ї а погребенъ бꙑс҇наꙋтриѧ въ гї҃ дн҃ь съ чьстью,1127.0,1180.0,12.0
1158,https://epigraphica.ru/epigraphy/inscription/show/1158,[1160–1320],Надпись о смерти неизвестного лица,Фрагменты фресковой штукатурки 1120-х гг. Георгиевского собора Юрьева монастыря,стена церкви,Георгиевский собор Юрьева монастыря,+ мс҇ца · и(юн)ѧ · въ ·е҃i : на (с)[т]аго [прр҃ка] (Амо)[с](а) прѣстав(исѧ) …,,‘Месяца июня в 15‑й день на память святого пророка Амоса преставился…’. ( ),кириллица,граффито,"Фрагменты 2533, 2534*, 2536*, 2538* были найдены в северной апсиде. «Блок из четырех кусков штукатурки – трех монолитов и одного фрагмента. Базовые цвета: синий и дымчато-зеленый. Линия разгранки светло-бежевого цвета проходит горизонтально. Красочный слой в этом месте хрупкий, под разгранкой в нескольких местах видны следы белил. На фрагменте 2533 синий и зеленый фоны явным образом стыкуются с красным, а по левому краю тянется темно-коричневая полоса. Это значит, что блок находился на одной из граней столба. По характеру сохранности красочного слоя можно заключить, что сначала наносилась синяя краска, затем зеленая и только потом делалась разгранка. Видны ярко выраженные мазки кисти. На зеленом фоне вдоль линии разгранки они горизонтальные, ниже – вертикальные. На синем фоне – только вертикальные. Значительных повреждений красочного слоя в обоих случаях нет, если не считать слабого внешнего загрязнения на синем фоне и вспученности краски на зеленом фоне на фрагменте 2534. Надпись читается в верхней части блока». ( )",с утратами (50-85%),"«[1160‑1320]: В IIа «перелом при мачте» <1320, Р «углом вниз» 1160>, графика: «разделительное двоеточие» <1400» ( )",,"На блоке из четырёх фрагментов (2533, 2534*, 2536*, 2538*) расположены две надписи: настоящая и о смерти Митрофана ( N6b, №1159 настоящей Базы ). «Надпись N6a (настоящая надпись) читается в верхней части блока, надпись N6b – в нижней» ( ). «В слове мс҇\цѧ буква ѧ исправлена из а . Хронологические указания совпадают с приведенными в летописном сообщении 1422 г. о смерти новгородского архиепископа Симеона: “ Того же лѣта, мѣсяца июня въ 15, святого пророка Амоса, преставися архиепископъ новгородчкыи Семеон …”. Однако палеография надписи не позволяет датировать ее XV в.» ( ).",+ мс҇ца · июнѧ · въ · е҃ : на стаго прр҃ка Амоса прѣстависѧ [GAP],1160.0,1320.0,13.0
1159,https://epigraphica.ru/epigraphy/inscription/show/1159,[1160–1320],Надпись о смерти Митрофана,Фрагменты фресковой штукатурки 1120-х гг. Георгиевского собора Юрьева монастыря,стена церкви,Георгиевский собор Юрьева монастыря,[м](с҇)ца · ма[и](ѧ въ ѕ҃ на памѧ)т҇· ст҃аг(о И)ева · прѣстависѧ ра(бъ Бж҃ии),,‘Месяца мая в 6 день на память святого Иова преставился раб Божий Митрофан’. ( ),кириллица,граффито,"Фрагменты 2533, 2534*, 2536*, 2538* были найдены в северной апсиде. «Блок из четырех кусков штукатурки – трех монолитов и одного фрагмента. Базовые цвета: синий и дымчато-зеленый. Линия разгранки светло-бежевого цвета проходит горизонтально. Красочный слой в этом месте хрупкий, под разгранкой в нескольких местах видны следы белил. На фрагменте 2533 синий и зеленый фоны явным образом стыкуются с красным, а по левому краю тянется темно-коричневая полоса. Это значит, что блок находился на одной из граней столба. По характеру сохранности красочного слоя можно заключить, что сначала наносилась синяя краска, затем зеленая и только потом делалась разгранка. Видны ярко выраженные мазки кисти. На зеленом фоне вдоль линии разгранки они горизонтальные, ниже – вертикальные. На синем фоне – только вертикальные. Значительных повреждений красочного слоя в обоих случаях нет, если не считать слабого внешнего загрязнения на синем фоне и вспученности краски на зеленом фоне на фрагменте 2534». Надпись читается в нижней части блока. ( )",с утратами (50-85%),"«[1160–1320]: В IIа «перелом при мачте» <1320, Р «углом вниз (криволинейные) 1160>» ( )",,"На блоке из четырёх фрагментов (2533, 2534*, 2536*, 2538*) расположены две надписи: N6a (№1158 настоящей Базы) и настоящая надпись ( ). «Под этой надписью, на уровне слова Митроθана видно начало надписи слабым тонким почерком: н [ а ]… Ниже, скорее всего, находился рисунок птицы (два фрагмента из группы 2447)» ( ). «Почерк, возможно, тот же, что и в N6a » ( ). «В первой публикации надпись была трактована как сообщение о смерти посадника Михалка Степанича, умершего, согласно Новгородской первой летописи, 18 мая 1206 г. и принявшего в постриге имя Митрофан (“ Прѣставися рабъ божии Митрофанъ, а мирьскы Михалько, постригься у святѣи Богородици въ Аркажи манастыри маия въ 18, посадникъ новгородьскыи ” ( )). После прочтения святочной даты сохранить эту атрибуцию можно, лишь допуская, что за дату смерти автор надписи принял дату пострига. Более вероятно, однако, что надпись зафиксировала смерть какого‑то другого лица» ( ).",мс҇ца · маиѧ въ ѕ҃ на памѧт҇ · ст҃аго Иева · прѣстависѧ рабъ Бж҃ии,1160.0,1320.0,13.0
